DATADATE,VALUE
784,2013-02-15,661.0
785,2013-02-18,659.0
786,2013-02-19,658.0
787,2013-02-20,669.0
788,2013-02-21,673.0
789,2013-02-22,677.0
790,2013-02-25,683.0
791,2013-02-26,686.0
792,2013-02-27,692.0
793,2013-02-28,697.0
794,2013-03-01,700.0
795,2013-03-04,696.0
796,2013-03-05,690.0
797,2013-03-06,686.0
798,2013-03-07,681.0
799,2013-03-08,674.0
800,2013-03-11,666.0
801,2013-03-12,661.0
802,2013-03-13,661.0
803,2013-03-14,669.0
804,2013-03-15,663.0
805,2013-03-18,662.0
806,2013-03-19,659.0
807,2013-03-20,664.0
808,2013-03-21,671.0
809,2013-03-22,677.0
810,2013-03-25,675.0
811,2013-03-26,669.0
812,2013-03-27,663.0
813,2013-03-28,661.0
814,2013-04-02,658.0
815,2013-04-03,659.0
816,2013-04-04,677.0
817,2013-04-05,707.0
818,2013-04-08,712.0
819,2013-04-09,709.0
820,2013-04-10,702.0
821,2013-04-11,682.0
822,2013-04-12,674.0
823,2013-04-15,663.0
824,2013-04-16,638.0
825,2013-04-17,630.0
826,2013-04-18,632.0
827,2013-04-19,634.0
828,2013-04-22,638.0
829,2013-04-23,638.0
830,2013-04-24,626.0
831,2013-04-25,622.0
832,2013-04-26,623.0
833,2013-04-29,621.0
834,2013-04-30,619.0
835,2013-05-01,623.0
836,2013-05-02,623.0
837,2013-05-03,622.0
838,2013-05-07,620.0
839,2013-05-08,616.0
840,2013-05-09,620.0
841,2013-05-10,617.0
842,2013-05-13,615.0
843,2013-05-14,615.0
844,2013-05-15,614.0
845,2013-05-16,611.0
846,2013-05-17,612.0
847,2013-05-20,609.0
848,2013-05-21,605.0
849,2013-05-22,603.0
850,2013-05-23,604.0
851,2013-05-24,606.0
852,2013-05-28,609.0
853,2013-05-29,614.0
854,2013-05-30,614.0
855,2013-05-31,612.0
856,2013-06-03,610.0
857,2013-06-04,609.0
858,2013-06-05,608.0
859,2013-06-06,605.0
860,2013-06-07,602.0
861,2013-06-10,603.0
862,2013-06-11,601.0
863,2013-06-12,594.0
864,2013-06-13,590.0
865,2013-06-14,587.0
866,2013-06-17,586.0
867,2013-06-18,583.0
868,2013-06-19,580.0
869,2013-06-20,580.0
870,2013-06-21,584.0
871,2013-06-24,583.0
872,2013-06-25,580.0
873,2013-06-26,577.0
874,2013-06-27,577.0
875,2013-06-28,577.0
876,2013-07-01,580.0
877,2013-07-02,587.0
878,2013-07-03,589.0
879,2013-07-04,598.0
880,2013-07-05,603.0
881,2013-07-08,606.0
882,2013-07-09,609.0
883,2013-07-10,611.0
884,2013-07-11,613.0
885,2013-07-12,612.0
886,2013-07-15,611.0
887,2013-07-16,609.0
888,2013-07-17,617.0
889,2013-07-18,630.0
890,2013-07-19,650.0
891,2013-07-22,650.0
892,2013-07-23,649.0
893,2013-07-24,646.0
894,2013-07-25,650.0
895,2013-07-26,653.0
896,2013-07-29,650.0
897,2013-07-30,638.0
898,2013-07-31,624.0
899,2013-08-01,618.0
900,2013-08-02,618.0
901,2013-08-05,618.0
902,2013-08-06,618.0
903,2013-08-07,621.0
904,2013-08-08,629.0
905,2013-08-09,632.0
906,2013-08-12,631.0
907,2013-08-13,631.0
908,2013-08-14,642.0
909,2013-08-15,645.0
910,2013-08-16,644.0
911,2013-08-19,647.0
912,2013-08-20,653.0
913,2013-08-21,663.0
914,2013-08-22,663.0
915,2013-08-23,658.0
916,2013-08-27,645.0
917,2013-08-28,642.0
918,2013-08-29,630.0
919,2013-08-30,622.0
920,2013-09-02,618.0
921,2013-09-03,608.0
922,2013-09-04,604.0
923,2013-09-05,598.0
924,2013-09-06,593.0
925,2013-09-09,587.0
926,2013-09-10,583.0
927,2013-09-11,583.0
928,2013-09-12,585.0
929,2013-09-13,583.0
930,2013-09-16,582.0
931,2013-09-17,582.0
932,2013-09-18,580.0
933,2013-09-19,580.0
934,2013-09-20,589.0
935,2013-09-23,585.0
936,2013-09-24,586.0
937,2013-09-25,588.0
938,2013-09-26,587.0
939,2013-09-27,586.0
940,2013-09-30,599.0
941,2013-10-01,586.0
942,2013-10-02,587.0
943,2013-10-03,594.0
944,2013-10-04,601.0
945,2013-10-07,599.0
946,2013-10-08,601.0
947,2013-10-09,595.0
948,2013-10-10,591.0
949,2013-10-11,587.0
950,2013-10-14,586.0
951,2013-10-15,589.0
952,2013-10-16,607.0
953,2013-10-17,617.0
954,2013-10-18,621.0
955,2013-10-21,621.0
956,2013-10-22,617.0
957,2013-10-23,614.0
958,2013-10-24,596.0
959,2013-10-25,600.0
960,2013-10-28,599.0
961,2013-10-29,596.0
962,2013-10-30,591.0
963,2013-10-31,595.0
964,2013-11-01,604.0
965,2013-11-04,608.0
966,2013-11-05,615.0
967,2013-11-06,623.0
968,2013-11-07,631.0
969,2013-11-08,635.0
970,2013-11-11,635.0
971,2013-11-12,639.0
972,2013-11-13,643.0
973,2013-11-14,647.0
974,2013-11-15,642.0
975,2013-11-18,647.0
976,2013-11-19,650.0
977,2013-11-20,655.0
978,2013-11-21,652.0
979,2013-11-22,652.0
980,2013-11-25,652.0
981,2013-11-26,653.0
982,2013-11-27,666.0
983,2013-11-28,673.0
984,2013-11-29,674.0
985,2013-12-02,680.0
986,2013-12-03,694.0
987,2013-12-04,699.0
988,2013-12-05,709.0
989,2013-12-06,740.0
990,2013-12-09,795.0
991,2013-12-10,780.0
992,2013-12-11,631.0
993,2013-12-12,804.0
994,2013-12-13,823.0
995,2013-12-16,829.0
996,2013-12-17,853.0
997,2013-12-18,870.0
998,2013-12-19,897.0
999,2013-12-20,932.0
1000,2013-12-23,988.0
1001,2013-12-24,897.0
1002,2014-01-02,1021.0
1003,2014-01-03,1026.0
1004,2014-01-06,1006.0
1005,2014-01-07,1014.0
1006,2014-01-08,1026.0
1007,2014-01-09,1026.0
1008,2014-01-10,1051.0
1009,2014-01-13,1053.0
1010,2014-01-14,1090.0
1011,2014-01-15,1142.0
1012,2014-01-16,1222.0
1013,2014-01-17,1273.0
1014,2014-01-20,1344.0
1015,2014-01-21,1340.0
1016,2014-01-22,1323.0
1017,2014-01-23,1243.0
1018,2014-01-24,1186.0
1019,2014-01-27,1132.0
1020,2014-01-28,1099.0
1021,2014-01-29,1065.0
1022,2014-01-30,1037.0
1023,2014-01-31,1005.0
1024,2014-02-03,958.0
1025,2014-02-04,926.0
1026,2014-02-05,890.0
1027,2014-02-06,866.0
1028,2014-02-07,853.0
1029,2014-02-10,852.0
1030,2014-02-11,846.0
1031,2014-02-12,829.0
1032,2014-02-13,818.0
1033,2014-02-14,811.0
1034,2014-02-17,802.0
1035,2014-02-18,783.0
1036,2014-02-19,772.0
1037,2014-02-20,770.0
1038,2014-02-21,761.0
1039,2014-02-24,753.0
1040,2014-02-25,750.0
1041,2014-02-26,741.0
1042,2014-02-27,737.0
1043,2014-02-28,726.0
1044,2014-03-03,717.0
1045,2014-03-04,711.0
1046,2014-03-05,702.0
1047,2014-03-06,695.0
1048,2014-03-07,689.0
1049,2014-03-10,692.0
1050,2014-03-11,681.0
1051,2014-03-12,678.0
1052,2014-03-13,676.0
1053,2014-03-14,679.0
1054,2014-03-17,682.0
1055,2014-03-18,695.0
1056,2014-03-19,699.0
1057,2014-03-20,711.0
1058,2014-03-21,712.0
